품종,나이,산책시간(시간),체중,성별,중성화여부,색상,음수량,성별_라벨링,중성화_라벨링,크기,크기_라벨링
믹스견,0,0.8,2.2,M,N,갈/흰,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,흰새,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,검/갈/흰,143.0,1,0,소,0
믹스견,0,0.8,2.2,F,N,검갈색,143.0,0,0,소,0
믹스견,0,0.8,2.2,F,N,갈색,143.0,0,0,소,0
믹스견,0,0.8,2.2,M,N,흰,143.0,1,0,소,0
믹스견,0,0.8,2.2,F,N,흰색,143.0,0,0,소,0
믹스견,0,0.8,2.2,M,N,백색,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,갈색,143.0,1,0,소,0
믹스견,0,0.8,2.2,M,N,"흑색, 갈색, 백색",143.0,1,0,소,0
믹스견,0,0.8,2.2,F,N,흰색,143.0,0,0,소,0
믹스견,0,0.8,2.2,F,N,흰색,143.0,0,0,소,0
믹스견,1,1.0,2.2,F,N,흰색,143.0,0,0,소,0
믹스견,1,1.0,2.2,F,N,검정,143.0,0,0,소,0
믹스견,1,1.0,2.2,M,N,갈색 검정,143.0,1,0,소,0
믹스견,1,1.0,2.2,M,N,노랑,143.0,1,0,소,0
믹스견,1,1.0,2.2,F,N,크림,143.0,0,0,소,0
믹스견,1,1.0,2.2,M,N,"흰색,황색",143.0,1,0,소,0
믹스견,1,1.0,2.26,M,N,검갈색,146.89999999999998,1,0,소,0
믹스견,0,0.8,2.3,M,N,베이지,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,흰색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,흰/갈,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,갈/검/흰,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,"흰색,갈색",149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,흰색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,검정,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,회색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,회갈색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,갈/검/흰,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,갈/검/흰,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,흰색바탕에 검은 점,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,검/흰,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,흰색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,연갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,검정,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,"흰색,검정",149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,크림색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,크림색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,갈색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,"흑색, 갈색, 백색",149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,흑갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,삼색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,검은색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,흰색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,검은색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,황색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,검정색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,검정,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,검정색,149.5,1,0,소,0
믹스견,0,0.8,2.3,M,N,검정색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,검정,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,검정,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,검/흰,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,검정색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,검정색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,"흰색,갈색",149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,갈색,149.5,0,0,소,0
믹스견,0,0.8,2.3,F,N,흰색,149.5,0,0,소,0
믹스견,0,0.8,2.3,M,N,흰색,149.5,1,0,소,0
믹스견,0,0.8,2.3,F,N,흰색,149.5,0,0,소,0
믹스견,1,1.0,2.3,F,N,검갈색,149.5,0,0,소,0
믹스견,1,1.0,2.3,F,N,검정색,149.5,0,0,소,0
믹스견,1,1.0,2.3,F,N,흰색,149.5,0,0,소,0
믹스견,1,1.0,2.3,M,N,검정,149.5,1,0,소,0
믹스견,15,0.5,2.3,M,N,흰색,149.5,1,0,소,0
믹스견,1,1.0,2.34,M,N,갈색/흰색,152.1,1,0,소,0
믹스견,1,1.0,2.34,F,N,갈색/흰색,152.1,0,0,소,0
믹스견,0,0.8,2.35,F,N,갈색/하양,152.75,0,0,소,0
믹스견,1,1.0,2.35,M,N,갈색,152.75,1,0,소,0
믹스견,0,0.8,2.38,M,N,갈/흰,154.7,1,0,소,0
믹스견,0,0.8,2.4,M,N,흰/갈,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,흰색,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,갈/검/흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,갈색,156.0,1,0,소,0
믹스견,0,0.8,2.4,F,N,황색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,흰색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,검은색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,갈색,156.0,0,0,소,0
믹스견,0,0.8,2.4,M,N,갈/연갈,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,흰색,156.0,1,0,소,0
믹스견,0,0.8,2.4,F,N,크림색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,갈색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,아이보리,156.0,0,0,소,0
믹스견,0,0.8,2.4,M,N,갈/흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,흰/갈,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,검/갈/흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,"흰색, 연갈색",156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,갈/검/흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,백색,156.0,1,0,소,0
믹스견,0,0.8,2.4,F,N,검은색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,갈백색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,흰색,156.0,0,0,소,0
믹스견,0,0.8,2.4,F,N,갈색,156.0,0,0,소,0
믹스견,0,0.8,2.4,M,N,흰색,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,검갈색,156.0,1,0,소,0
믹스견,0,0.8,2.4,F,N,갈색,156.0,0,0,소,0
믹스견,0,0.8,2.4,M,N,갈색,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,갈색,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,갈/흰,156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,"검,갈색",156.0,1,0,소,0
믹스견,0,0.8,2.4,M,N,크림색,156.0,1,0,소,0
믹스견,1,1.0,2.4,F,N,갈색,156.0,0,0,소,0
믹스견,1,1.0,2.4,M,N,갈색,156.0,1,0,소,0
믹스견,1,1.0,2.4,F,N,흰색.황색,156.0,0,0,소,0
믹스견,1,1.0,2.4,M,N,"회갈색, 흰색",156.0,1,0,소,0
믹스견,1,1.0,2.4,F,N,흰색,156.0,0,0,소,0
믹스견,1,1.0,2.4,M,N,갈/흰,156.0,1,0,소,0
믹스견,1,1.0,2.44,M,N,크림,158.6,1,0,소,0
믹스견,0,0.8,2.46,F,N,황색,159.9,0,0,소,0
믹스견,1,1.0,2.46,F,N,검갈/흰색,159.9,0,0,소,0
믹스견,0,0.8,2.48,F,N,백색,161.2,0,0,소,0
믹스견,1,1.0,2.48,M,N,크림/흰색,161.2,1,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈/검/흰,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,"흰,갈",162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,검정색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흑갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,검정색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,황색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,갈백,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,갈흑백,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈흑백,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈흑,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,갈흑,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,브라운,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈/검,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,갈색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,검정,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,"크림색, 흰색",162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,검정,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,"흑갈색, 흰색",162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,갈색에 검은 주둥이,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,아이보리,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,아이보리,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,아이보리,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,연흰갈색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,연갈색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,갈흑,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰/갈/검,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,백색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,갈백흑,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,"크림색, 흰색",162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,"흑회색, 흰색",162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,블랙탄,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰/갈,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,흑갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,백,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,흰갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,검정,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,연갈색,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,흰색,162.5,0,0,소,0
믹스견,0,0.8,2.5,M,N,갈/흰/검,162.5,1,0,소,0
믹스견,0,0.8,2.5,M,N,검정+갈색,162.5,1,0,소,0
믹스견,0,0.8,2.5,F,N,백,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,갈백,162.5,0,0,소,0
믹스견,0,0.8,2.5,F,N,흰갈,162.5,0,0,소,0
믹스견,1,1.0,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,1,1.0,2.5,M,N,"검정색, 흰색",162.5,1,0,소,0
믹스견,1,1.0,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,1,1.0,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,1,1.0,2.5,F,N,갈색,162.5,0,0,소,0
믹스견,1,1.0,2.5,M,N,갈색 검정,162.5,1,0,소,0
믹스견,1,1.0,2.5,M,N,흰색,162.5,1,0,소,0
믹스견,1,1.0,2.5,M,N,"회갈색, 흰색",162.5,1,0,소,0
믹스견,1,1.0,2.5,M,N,"회갈색, 흰색",162.5,1,0,소,0
믹스견,1,1.0,2.5,F,N,크림색,162.5,0,0,소,0
믹스견,1,1.0,2.5,F,N,검정,162.5,0,0,소,0
믹스견,7,1.0,2.5,F,N,갈색,162.5,0,0,소,0
믹스견,12,0.5,2.5,F,N,흑갈색,162.5,0,0,소,0
믹스견,12,0.5,2.5,F,N,갈색,162.5,0,0,소,0
믹스견,1,1.0,2.52,M,N,옅은갈색/흰색,163.8,1,0,소,0
믹스견,0,0.8,2.54,M,N,갈색&검정&흰색,165.1,1,0,소,0
믹스견,1,1.0,2.54,M,N,크림,165.1,1,0,소,0
믹스견,0,0.8,2.55,F,N,하양,165.75,0,0,소,0
믹스견,0,0.8,2.56,F,N,하양,166.4,0,0,소,0
믹스견,0,0.8,2.56,M,N,갈색,166.4,1,0,소,0
믹스견,1,1.0,2.56,M,N,크림,166.4,1,0,소,0
믹스견,1,1.0,2.58,M,N,검갈색/크림/흰색,167.70000000000002,1,0,소,0
믹스견,0,0.8,2.6,M,N,인창2로 126-31,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,흰색,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,흰,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,갈 백,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,흰/갈,169.0,1,0,소,0
믹스견,0,0.8,2.6,F,N,옅은 갈색,169.0,0,0,소,0
믹스견,0,0.8,2.6,M,N,하양,169.0,1,0,소,0
믹스견,0,0.8,2.6,F,N,"흰색, 연갈색",169.0,0,0,소,0
믹스견,0,0.8,2.6,M,N,흰색,169.0,1,0,소,0
믹스견,0,0.8,2.6,F,N,"검정색, 흰색",169.0,0,0,소,0
믹스견,0,0.8,2.6,M,N,갈색,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,흰색,169.0,1,0,소,0
믹스견,0,0.8,2.6,F,N,흰색,169.0,0,0,소,0
믹스견,0,0.8,2.6,M,N,흰/갈,169.0,1,0,소,0
믹스견,0,0.8,2.6,F,N,흰/갈,169.0,0,0,소,0
믹스견,0,0.8,2.6,M,N,검정+갈색,169.0,1,0,소,0
믹스견,0,0.8,2.6,M,N,흰,169.0,1,0,소,0
믹스견,1,1.0,2.6,M,N,갈색,169.0,1,0,소,0
믹스견,1,1.0,2.6,M,N,"흰색, 크림색",169.0,1,0,소,0
믹스견,1,1.0,2.6,F,N,흰색,169.0,0,0,소,0
믹스견,1,1.0,2.6,F,N,"황갈색, 흰색",169.0,0,0,소,0
믹스견,1,1.0,2.6,M,N,갈/검,169.0,1,0,소,0
믹스견,0,0.8,2.62,F,N,갈색&검정&흰색,170.3,0,0,소,0
믹스견,1,1.0,2.62,F,N,갈색/흰색,170.3,0,0,소,0
믹스견,1,1.0,2.64,M,N,검갈색,171.6,1,0,소,0
믹스견,1,1.0,2.65,F,N,노랑,172.25,0,0,소,0
믹스견,1,1.0,2.65,F,N,갈색,172.25,0,0,소,0
믹스견,0,0.8,2.67,F,N,황색,173.54999999999998,0,0,소,0
믹스견,0,0.8,2.7,F,N,검정흰색,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,검정+갈색+흰색,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,흰색,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,갈/검/흰,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,검정/갈색/하양,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,"검정, 흰색",175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,"흰색, 갈색",175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,"흑갈색, 흰색",175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,"흑갈색, 흰색",175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,호반색,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,갈/흰,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,검정,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,흰색,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,흰색,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,갈/흰,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,흰/갈,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,"검은색,흰색",175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,아이보리,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,검정/황색,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,흰색,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,흰색,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,백색,175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,갈색,175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,흰색,175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,베이지,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,베이지,175.5,1,0,소,0
믹스견,0,0.8,2.7,F,N,회갈색,175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,"갈색,검은색",175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,흰색,175.5,0,0,소,0
믹스견,0,0.8,2.7,F,N,흰새,175.5,0,0,소,0
믹스견,0,0.8,2.7,M,N,갈색,175.5,1,0,소,0
믹스견,0,0.8,2.7,M,N,갈/흰,175.5,1,0,소,0
믹스견,1,1.0,2.7,F,N,"흰색,황색",175.5,0,0,소,0
믹스견,1,1.0,2.7,M,N,검정색,175.5,1,0,소,0
믹스견,1,1.0,2.7,M,N,흰/갈,175.5,1,0,소,0
믹스견,5,1.0,2.7,F,N,베이지색,175.5,0,0,소,0
믹스견,0,0.8,2.72,F,N,하양,176.8,0,0,소,0
믹스견,0,0.8,2.72,F,N,옅은 갈색,176.8,0,0,소,0
믹스견,1,1.0,2.72,M,N,검정/흰색,176.8,1,0,소,0
믹스견,0,0.8,2.73,F,N,흰색,177.45,0,0,소,0
믹스견,1,1.0,2.74,M,N,검갈색/흰색,178.10000000000002,1,0,소,0
믹스견,0,0.8,2.75,F,N,갈색,178.75,0,0,소,0
믹스견,0,0.8,2.78,M,N,갈색&흰색,180.7,1,0,소,0
믹스견,0,0.8,2.78,F,N,갈색&검정&흰색,180.7,0,0,소,0
믹스견,0,0.8,2.8,M,N,"흰,갈,검",182.0,1,0,소,0
믹스견,0,0.8,2.8,F,N,흰색,182.0,0,0,소,0
믹스견,0,0.8,2.8,M,N,갈/연갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,흰색,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,흰색,182.0,1,0,소,0
믹스견,0,0.8,2.8,F,N,백색,182.0,0,0,소,0
믹스견,0,0.8,2.8,M,N,흰/갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,F,N,흰/갈,182.0,0,0,소,0
믹스견,0,0.8,2.8,M,N,검/갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,흰/갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,흰/갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,검,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,검/갈/흰,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,검정,182.0,1,0,소,0
믹스견,0,0.8,2.8,F,N,"흰색, 흑갈색",182.0,0,0,소,0
믹스견,0,0.8,2.8,M,N,갈/흰,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,갈색,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,갈/흰,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,"갈,검",182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,검갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,흰/갈,182.0,1,0,소,0
믹스견,0,0.8,2.8,M,N,갈색,182.0,1,0,소,0
믹스견,0,0.8,2.8,F,N,갈색,182.0,0,0,소,0
믹스견,0,0.8,2.8,M,N,흰,182.0,1,0,소,0
믹스견,1,1.0,2.8,F,N,갈색,182.0,0,0,소,0
믹스견,1,1.0,2.8,F,N,갈색,182.0,0,0,소,0
믹스견,1,1.0,2.8,F,N,"흰색,황색",182.0,0,0,소,0
믹스견,1,1.0,2.8,M,N,"흰색, 회갈색",182.0,1,0,소,0
믹스견,1,1.0,2.8,M,N,갈/흰,182.0,1,0,소,0
믹스견,1,1.0,2.8,M,N,갈색,182.0,1,0,소,0
믹스견,2,1.0,2.8,F,N,"백색, 흑색",182.0,0,0,소,0
믹스견,5,1.0,2.8,M,N,흰색,182.0,1,0,소,0
믹스견,6,1.0,2.8,F,N,"검정색, 흰색",182.0,0,0,소,0
믹스견,0,0.8,2.84,M,N,화이트,184.6,1,0,소,0
믹스견,1,1.0,2.85,M,N,갈색,185.25,1,0,소,0
믹스견,1,1.0,2.85,F,N,흰색,185.25,0,0,소,0
믹스견,0,0.8,2.9,M,N,갈,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,크림색,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,갈/흰,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,갈색,188.5,1,0,소,0
믹스견,0,0.8,2.9,F,N,"검정, 흰색",188.5,0,0,소,0
믹스견,0,0.8,2.9,M,N,갈/흰,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,검/갈/흰,188.5,1,0,소,0
믹스견,0,0.8,2.9,F,N,아이보리,188.5,0,0,소,0
믹스견,0,0.8,2.9,F,N,흰색,188.5,0,0,소,0
믹스견,0,0.8,2.9,M,N,갈백색,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,검/갈/흰,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,갈색,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,흰/갈,188.5,1,0,소,0
믹스견,0,0.8,2.9,F,N,갈,188.5,0,0,소,0
믹스견,0,0.8,2.9,M,N,검/흰,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,갈색,188.5,1,0,소,0
믹스견,0,0.8,2.9,M,N,흰/갈,188.5,1,0,소,0
믹스견,1,1.0,2.9,F,N,"황색,검정",188.5,0,0,소,0
믹스견,1,1.0,2.9,F,N,"검정, 흰색",188.5,0,0,소,0
믹스견,1,1.0,2.9,F,N,흑갈색,188.5,0,0,소,0
믹스견,1,1.0,2.9,M,N,흰색,188.5,1,0,소,0
믹스견,1,1.0,2.9,M,N,흰색,188.5,1,0,소,0
믹스견,1,1.0,2.9,F,N,흰색,188.5,0,0,소,0
믹스견,1,1.0,2.9,F,N,흰색,188.5,0,0,소,0
믹스견,0,0.8,2.94,F,N,검정,191.1,0,0,소,0
믹스견,0,0.8,2.96,F,N,옅은갈색/하양,192.4,0,0,소,0
믹스견,0,0.8,3.0,M,N,크림색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,흰색,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,"갈색,검정",195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,"갈색,검정",195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,흰색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,옅은갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,옅은갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,옅은갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,흰색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,흑백,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,"ㅎ,;ㄴ섹",195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,흰색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,"갈색,흰색",195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,갈흑백,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,백,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,갈백,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,검정색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,Y,갈/흰,195.0,1,1,소,0
믹스견,0,0.8,3.0,F,N,흰색,195.0,0,0,소,0
믹스견,0,0.8,3.0,F,N,갈색,195.0,0,0,소,0
믹스견,0,0.8,3.0,F,N,갈색,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,"백, 갈, 흑",195.0,0,0,소,0
믹스견,0,0.8,3.0,F,N,흰색,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,"갈색,흰색",195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,흰색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,옅은갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,백갈흑,195.0,0,0,소,0
믹스견,0,0.8,3.0,F,N,갈색,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,갈색,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,검/흰,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,갈흑백,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,갈흑백,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,진황색,195.0,0,0,소,0
믹스견,0,0.8,3.0,M,N,갈,195.0,1,0,소,0
믹스견,0,0.8,3.0,M,N,갈,195.0,1,0,소,0
믹스견,0,0.8,3.0,F,N,갈,195.0,0,0,소,0
믹스견,0,0.8,3.0,F,N,갈,195.0,0,0,소,0
